Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity
₹2.15 Cr,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,1650,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"Preet Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut
₹2.0 Cr,3 ,3Beds,3Baths,3Balconies,,1450,Cooperative Group Housing Society,Management Apartment,5 (Out of 9 Floors),Resale,Ready to Move,2.0,"Plot No-17 Sector-5 Dwarka New Delhi Pin Code-110075, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹5.50 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,2300,,,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Hauz Khas Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut
₹2.80 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,2700,Delhi Development Authority DDA,DDA Gaurav Apartment,1 (Out of 3 Floors),Resale,Ready to Move,,"New Delhi, Saket, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹1.25 Cr,2 ,2Beds,2Baths,1Balcony,,850,,,2 (Out of 4 Floors),Resale,Ready to Move,,"block, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹3.40 Cr,3 ,3Beds,3Baths,2Balconies,,1800,,,4 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Agcr Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,,,
₹90.0 Lac,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,900,,,4 (Out of 4 Floors),Resale,Ready to Move,,"24., Acharya Niketan, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹2.40 Cr,3 ,3Beds,3Baths,3Balconies,,1500,,,1 (Out of 4 Floors),New Property,Ready to Move,,"inder puri, Inder Puri Block A, New Delhi - West, Delhi NCR",Unfurnished,,,
₹5.20 Cr,3 ,3Beds,4Baths,3Balconies,1 Covered Parking,2280,DLF Ltd.,DLF One Midtown,9 (Out of 39 Floors),New Property,,4.0,"9th Floor, New Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹69.5 Lac,3 ,3Beds,3Baths,,,900,,,1 (Out of 5 Floors),New Property,Ready to Move,,"Dwarka sector-15., Sector 15 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Vitrified,,
₹45.0 Lac,2 ,2Beds,2Baths,,2 Covered Parking,700,,,1 (Out of 4 Floors),New Property,Ready to Move,,"dera mandi farms, Mandi, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles, Granite",24 Hours Available,No/Rare Powercut
₹1.45 Cr,3 ,3Beds,2Baths,,,1200,,,2 (Out of 4 Floors),Resale,Ready to Move,,"Patparganj, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Unfurnished,,,
₹1.50 Cr,3 ,3Beds,3Baths,3Balconies,,1400,,,1 (Out of 4 Floors),New Property,Ready to Move,,"F block, Kirti Nagar, New Delhi - West, Delhi NCR",Furnished,,,
₹3.60 Cr,3 ,3Beds,3Baths,2Balconies,,1700,Cooperative Group Housing Society,RWA Flats,1 (Out of 4 Floors),Resale,Ready to Move,,"j block, Saket, New Delhi - South, Delhi NCR",Unfurnished,,,
₹4.0 Cr,3 ,3Beds,3Baths,1Balcony,,1800,,,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, New Friends Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹65.0 Lac,3 ,3Beds,2Baths,,,1300,,,3 (Out of 4 Floors),New Property,Ready to Move,,"neb Sarai, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹65.0 Lac,3 ,3Beds,2Baths,,,950,,,2 (Out of 4 Floors),New Property,Ready to Move,,"D - Block, Mahavir Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,Mosaic,,
₹2.25 Cr,3 ,3Beds,3Baths,2Balconies,,150sqyrd,,,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Kirti Nagar, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹90.0 Lac,2 ,2Beds,2Baths,,,900,Kumar Linkers Pvt. Ltd.,Chetna Apartments,3 (Out of 3 Floors),Resale,Ready to Move,,"I.P.Extension, Mandawali, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹2.95 Cr,3 ,3Beds,3Baths,2Balconies,,1800,,,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Unfurnished,,,
₹1.30 Cr,2 ,2Beds,2Baths,1Balcony,,900,Delhi Development Authority DDA,Suryodaya Apartment DDA Flats Pocket 8,Ground (Out of 3 Floors),Resale,Ready to Move,,"Dwarka, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Vitrified,,
₹2.60 Cr,3 ,3Beds,2Baths,3Balconies,,1500,,,1 (Out of 3 Floors),Resale,Ready to Move,,"B - Block, Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.85 Cr,3 ,3Beds,3Baths,1Balcony,,190sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Granite, Marbonite",,
₹2.35 Cr,3 ,3Beds,3Baths,2Balconies,,1100,,,2 (Out of 4 Floors),Resale,Ready to Move,,"R block, New Rajendra Nagar, New Delhi - Central, Delhi NCR",Unfurnished,"Wooden, Marble",,
₹1.35 Cr,2 ,2Beds,2Baths,1Balcony,,1150,Narbada Builders Pvt. Ltd.,Sita Ram Apartments,1 (Out of 4 Floors),Resale,Ready to Move,,"Indraprastha Extension, New Delhi, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹45.0 Lac,3 ,3Beds,2Baths,,,650,,,3 (Out of 4 Floors),New Property,Ready to Move,,"Rohini sec 24, Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,,
₹5.99 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,2600,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"South Extension 2, South Extension 2, New Delhi - South, Delhi NCR",Semi-Furnished,Granite,24 Hours Available,No/Rare Powercut
₹6.50 Cr,3 ,3Beds,4Baths,4Balconies,1 Covered Parking,1761,Godrej Properties,Godrej Prima,7 (Out of 20 Floors),New Property,,3.0,"Plot No.B-319, Okhla Industrial Area, Phase-I, New Delhi, Tekhand, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹1.30 Cr,3 ,3Beds,2Baths,,,999,,,2 (Out of 3 Floors),Resale,Ready to Move,,"Bali Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹1.20 Cr,2 ,2Beds,2Baths,,,1100,,,1 (Out of 3 Floors),Resale,Ready to Move,,"Dwarka, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹3.80 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,200sqyrd,,,Ground (Out of 3 Floors),New Property,Ready to Move,,"c r park, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Wooden",24 Hours Available,No/Rare Powercut
₹1.60 Cr,2 ,2Beds,2Baths,1Balcony,,1100,,,1 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Alaknanda, New Delhi - South, Delhi NCR",Unfurnished,,,
₹3.75 Cr,3 ,3Beds,3Baths,2Balconies,,2000,,,1 (Out of 3 Floors),Resale,Ready to Move,,"shakti nagar, Shakti Nagar, New Delhi - North, Delhi NCR",Unfurnished,,,
₹3.50 Cr,3 ,3Beds,3Baths,3Balconies,2 Covered Parking,1400,,,2 (Out of 4 Floors),New Property,Ready to Move,,"C Block, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹40.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,750,,,1 (Out of 5 Floors),New Property,Ready to Move,,"Chattarpur South Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹2.95 Cr,3 ,3Beds,3Baths,4Balconies,,1800,Metro Buildtech,Premium Builder Floor,2 (Out of 4 Floors),New Property,,,"S block, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble, Marbonite",,
₹1.45 Cr,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,1200,Cooperative Group Housing Society,Ashoka Apartment,1 (Out of 3 Floors),Resale,Ready to Move,,"A2 Block, HIG  MIG SOCIETY FLATS, Paschim Vihar, New Delhi, Paschim Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹5.25 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,2100,Cooperative Group Housing Society,New Friends Colony Floors,4 (Out of 4 Floors),Resale,Ready to Move,4.0,"New Friends Colony, New Delhi, New Friends Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut
₹75.0 Lac,2 ,2Beds,2Baths,1Balcony,,900,,Vikas Kunj,1 (Out of 3 Floors),Resale,Ready to Move,,"Vikaspuri, Delhi, Delhi NCR, Vikaspuri, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹39.5 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,690,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Rajpur Khurd Extension, New Delhi - South, Delhi NCR",Unfurnished,Marble,,No/Rare Powercut
₹3.25 Cr,3 ,3Beds,2Baths,1Balcony,,1400,Babu Puran Chandra Arora,Rang Rasayan Apartment,2 (Out of 7 Floors),Resale,Ready to Move,,"Sector13 Rohini Pin Code-1185, Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,"Mosaic, Normal Tiles/Kotah Stone",,
₹22.0 Lac,2 ,2Beds,,1Balcony,,600,Delhi Development Authority DDA,DDA Flats,3 (Out of 4 Floors),New Property,Ready to Move,,"G 7 sec-16 rohini, Sector 16 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut
₹3.0 Cr,2 ,2Beds,3Baths,3Balconies,2 Covered Parking,1750,DLF Ltd.,DLF One Midtown,12 (Out of 30 Floors),New Property,,3.0,"15, Shivaji Marg, House Complex Market, Karampura Industrial Area, Zakhira, New Delhi, Delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Ceramic Tiles",24 Hours Available,No/Rare Powercut
₹1.60 Cr,3 ,3Beds,3Baths,2Balconies,,1000,,,3 (Out of 4 Floors),Resale,Ready to Move,,"C Block, Hari Nagar, Hari Nagar, New Delhi - West, Delhi NCR",Unfurnished,Marble,,
₹2.75 Cr,3 ,3Beds,2Baths,1Balcony,1 Covered Parking,179sqyrd,,,3 (Out of 4 Floors),New Property,Ready to Move,,"5454., Nirman Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹52.0 Lac,3 ,3Beds,2Baths,,1 Covered Parking,1200,,,2 (Out of 5 Floors),New Property,Ready to Move,,"New Delhi, Mehrauli, New Delhi - South, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹2.95 Cr,3 ,3Beds,3Baths,3Balconies,,2000,,D3 & D4 Vasant Kunj,1 (Out of 3 Floors),Resale,Ready to Move,,"D3 Block Vasant Kunj, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹9.15 Cr,3 ,3Beds,4Baths,5Balconies,,325sqyrd,,,1 (Out of 4 Floors),New Property,Ready to Move,,"New Delhi, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹74.0 Lac,3 ,3Beds,3Baths,1Balcony,,1310,,,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹1.40 Cr,3 ,3Beds,3Baths,1Balcony,,1200,,,1 (Out of 4 Floors),Resale,Ready to Move,,"15., Vikaspuri Block H, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹4.25 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,210sqyrd,,,3 (Out of 3 Floors),Resale,Ready to Move,,"Greater Kailash 1, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite",24 Hours Available,No/Rare Powercut
₹3.50 Cr,3 ,3Beds,3Baths,4Balconies,,200sqyrd,,,Ground (Out of 2 Floors),Resale,Ready to Move,,"A-2 Block, Safdarjung Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹24.0 Lac,2 ,2Beds,,1Balcony,,550,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"Near by Dashrathpuri metro station, Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Unfurnished,,,
₹2.40 Cr,3 ,3Beds,2Baths,2Balconies,2 Covered Parking,1500,,Triveni Apartments,1 (Out of 2 Floors),Resale,Ready to Move,,"Sheikh Sarai Phase 1, New Delhi - South, Delhi NCR",Semi-Furnished,Mosaic,,
₹2.80 Cr,3 ,3Beds,3Baths,2Balconies,,1450,,,3 (Out of 4 Floors),Resale,Ready to Move,,"3333., Swasthya Vihar, New Delhi - East, Delhi NCR",Unfurnished,,,
₹5.50 Cr,3 ,3Beds,3Baths,3Balconies,1 Covered Parking,1768,TARC The Anant Raj Corporation,TARC Tripundra,4 (Out of 10 Floors),New Property,,3.0,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut
₹2.10 Cr,3 ,3Beds,3Baths,4Balconies,,1500,Cooperative Group Housing Society,The Jhelum Apartments,5 (Out of 10 Floors),Resale,Ready to Move,,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Marble,,
₹4.10 Cr,3 ,3Beds,3Baths,2Balconies,,250sqyrd,,,Ground (Out of 3 Floors),Resale,Ready to Move,,"New Delhi, Hauz Khas, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.25 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1700,,,Ground (Out of 4 Floors),Resale,Ready to Move,,"South Extension 1, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Granite",24 Hours Available,No/Rare Powercut
₹3.50 Cr,3 ,3Beds,3Baths,2Balconies,,1700,,,4 (Out of 4 Floors),New Property,Ready to Move,,"Agcr Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,"Mosaic, Marbonite",,
₹2.80 Cr,3 ,3Beds,3Baths,4Balconies,1 Covered Parking,1800,Cooperative Group Housing Society,Raman Vihar Apartment,3 (Out of 10 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 11, New Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.60 Cr,3 ,3Beds,3Baths,2Balconies,,1350,Sunehari Bagh Builders Pvt. Ltd.,Sunehari Bagh Apartment,3 (Out of 7 Floors),New Property,Ready to Move,,"Rohini Sector 13, New Delhi, Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹48.0 Lac,3 ,3Beds,2Baths,,,795,,,3 (Out of 3 Floors),Resale,Ready to Move,,"dwarka metro station, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut
₹2.40 Cr,3 ,3Beds,3Baths,3Balconies,2 Covered Parking,2000,Cooperative Group Housing Society,CGHS Chitrakoot Apartments,7 (Out of 10 Floors),Resale,Ready to Move,3.0,"New Delhi Dwarka, Sector 22, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹2.65 Cr,3 ,3Beds,3Baths,2Balconies,,1450,Delhi Development Authority DDA,DDA Pocket 8,Ground (Out of 4 Floors),Resale,Ready to Move,,"B8 Vasant Kunj New Delhi, Sector B Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.10 Cr,3 ,3Beds,3Baths,1Balcony,1 Covered Parking,1000,,,1 (Out of 4 Floors),New Property,Ready to Move,,"122., Derawal Nagar, New Delhi - North, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Vitrified, Wooden",24 Hours Available,No/Rare Powercut
₹1.69 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1500,Cooperative Group Housing Society,Abhinav Apartment,4 (Out of 7 Floors),Resale,Ready to Move,2.0,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹1.10 Cr,2 ,2Beds,2Baths,,,850,Shekhar CoOperative Group Housing Society Ltd.,Shekhar Apartments,Ground (Out of 4 Floors),Resale,Ready to Move,,"Mayur Vihar 1, New Delhi, Mayur Vihar 1, New Delhi - East, Delhi NCR",Furnished,Mosaic,24 Hours Available,No/Rare Powercut
₹4.0 Cr,3 ,3Beds,4Baths,4Balconies,2 Covered Parking,230sqyrd,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Chittaranjan park new delhi., Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut
₹49.0 Lac,2 ,2Beds,,1Balcony,,950,,,1 (Out of 4 Floors),New Property,Ready to Move,,"Add c30 b, 1st floor dsidc flats, above krishna clinic, pashim puri, new delhi-110063., Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹1.80 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,1700,The Antriksh Group,Rashi Apartments,5 (Out of 10 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 7, New Delhi, Palam Extension, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Mosaic",24 Hours Available,No/Rare Powercut
₹3.35 Cr,3 ,3Beds,3Baths,2Balconies,,1800,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"near metro station, Patel Nagar East, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹3.46 Cr,2 ,2Beds,2Baths,3Balconies,1 Covered Parking,1100,Godrej Properties,Godrej South Estate,17 (Out of 29 Floors),New Property,,3.0,"Okhla, New Delhi, Okhla Phase 1, New Delhi - South, Delhi NCR",Unfurnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹1.30 Cr,2 ,2Beds,2Baths,,,900,,,1 (Out of 3 Floors),Resale,Ready to Move,,"none, Kalkaji, New Delhi - South, Delhi NCR",Unfurnished,,,
₹2.30 Cr,3 ,3Beds,3Baths,1Balcony,,1300,,,Ground (Out of 4 Floors),New Property,Ready to Move,,"c3, Janakpuri Block C3, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,,
₹1.84 Cr,3 ,3Beds,3Baths,2Balconies,,1325,,,3 (Out of 4 Floors),Resale,Ready to Move,,"200 mts From Krishna Nagar Metro Station, Krishna Nagar, New Delhi - East, Delhi NCR",Unfurnished,,,
₹2.60 Cr,3 ,3Beds,3Baths,3Balconies,2 Covered Parking,1600,Delhi Development Authority DDA,DDA Saket Court Residential Complex,2 (Out of 4 Floors),Resale,Ready to Move,,"New Delhi, Saket, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹2.35 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,1800,,,4 (Out of 4 Floors),New Property,Ready to Move,,"D Blk, Mansarover Garden, New Delhi - West, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",24 Hours Available,No/Rare Powercut
₹48.0 Lac,2 ,2Beds,2Baths,1Balcony,1 Covered Parking,800,Delhi Development Authority DDA,DDA Freedom Fighter Enclave,1 (Out of 4 Floors),New Property,Ready to Move,,"Freedom Fighters Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marbonite",24 Hours Available,No/Rare Powercut
₹1.15 Cr,3 ,3Beds,3Baths,,,1400,Cooperative Group Housing Society,Abhimanyu Apartments,3 (Out of 3 Floors),Resale,Ready to Move,7.0,"Vasundhara Enclave, New Delhi, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut
₹1.10 Cr,3 ,3Beds,,,,1100,Delhi Development Authority DDA,DDA KD Block,2 (Out of 3 Floors),Resale,Ready to Move,,"KD Block, Pitampura, Pitampura, New Delhi - West, Delhi NCR",Unfurnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut
₹75.0 Lac,2 ,2Beds,2Baths,,1 Covered Parking,80sqyrd,,,3 (Out of 4 Floors),Resale,Ready to Move,,"3rd floor, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹65.0 Lac,3 ,3Beds,2Baths,,,120sqyrd,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Rajngar 1, piller no 55, palam colony, new delhi., Raj Nagar 1, New Delhi - South, Delhi NCR",Unfurnished,Marble,,
₹80.0 Lac,3 ,3Beds,2Baths,1Balcony,,900,,,2 (Out of 4 Floors),New Property,,,"Ratan Park, New Delhi - West, Delhi NCR",Semi-Furnished,,,
₹60.0 Lac,3 ,3Beds,3Baths,,,1550,,,2 (Out of 4 Floors),New Property,Ready to Move,,"Chattarpur Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,,,
₹2.75 Cr,3 ,3Beds,3Baths,2Balconies,,1650,,RWA E 2 and F Block Lajpat Nagar 2,1 (Out of 3 Floors),Resale,Ready to Move,,"E Block, Lajpat Nagar, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut
₹2.95 Cr,3 ,3Beds,3Baths,2Balconies,2 Covered Parking,1700,,,3 (Out of 4 Floors),New Property,,,"jagrati, Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Wooden",24 Hours Available,No/Rare Powercut
₹2.90 Cr,3 ,3Beds,3Baths,2Balconies,1 Covered Parking,150sqyrd,,,3 (Out of 4 Floors),New Property,Ready to Move,,"Janakpuri, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut
₹4.83 Cr,3 ,3Beds,3Baths,3Balconies,2 Covered Parking,2300,DLF Ltd.,DLF One Midtown,12 (Out of 40 Floors),New Property,,6.0,"15, Shivaji Marg, House Complex Market, Karampura Industrial Area, Zakhira, New Delhi, Delhi 110015, Moti Nagar, New Delhi - West, Delhi NCR",Furnished,Wooden,24 Hours Available,No/Rare Powercut
₹95.0 Lac,2 ,2Beds,2Baths,,,800,Cooperative Group Housing Society,Navkala Apartment,2 (Out of 2 Floors),Resale,Ready to Move,,"Plot 14 IP Extension New Delhi, Joshi Colony, New Delhi - East, Delhi NCR",Furnished,,,
₹3.50 Cr,2 ,2Beds,2Baths,3Balconies,1 Covered Parking,1600,Godrej Properties,Godrej South Estate,12 (Out of 20 Floors),New Property,,3.0,"Okhla, Okhla, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut
₹2.50 Cr,3 ,3Beds,2Baths,2Balconies,,1600,Cooperative Group Housing Society,Mount Kailash,1 (Out of 12 Floors),Resale,Ready to Move,,"Mount Kailash First Floor Fully RenovatedEast Of Kailash, New Delhi, East Of Kailash, New Delhi - South, Delhi NCR",Unfurnished,"Mosaic, Marble",,
₹1.25 Cr,3 ,3Beds,2Baths,1Balcony,,1000,,,1 (Out of 4 Floors),New Property,Ready to Move,,"pitampura, Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",,
₹75.0 Lac,2 ,2Beds,2Baths,,,900,,,1 (Out of 4 Floors),Resale,Ready to Move,,"Subhash Nagar, New Delhi, Subhash Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Vitrified",24 Hours Available,No/Rare Powercut
₹1.68 Cr,3 ,3Beds,2Baths,3Balconies,1 Covered Parking,1500,Cooperative Group Housing Society,Ashirwad Apartments,5 (Out of 6 Floors),Resale,Ready to Move,2.0,"Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut
₹2.0 Cr,3 ,3Beds,3Baths,2Balconies,,1600,Delhi Development Authority DDA,DDA Flats Sector C Pocket 8,2 (Out of 4 Floors),Resale,Ready to Move,,"Vasant Kunj, New Delhi, Sector C Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut
₹32.0 Lac,2 ,2Beds,2Baths,1Balcony,,750,,,3 (Out of 4 Floors),Resale,Ready to Move,,"K Block, Mahipalpur, New Delhi - South, Delhi NCR",Furnished,,,
